product_name,selling_price,regular_price,currency,pdp_url,product_description,rating,review,promotion_description,breadcrumb,images
Espresso Vanille,3.99,3.99,EURO,https://www.lorespresso.com//fr_fr/p/espresso-vanille,"Laissez-vous envoûter par la finesse et l’élégance de L'OR Espresso Vanille, un café délicatement aromatisé qui marie à la perfection l’intensité subtile de l’espresso avec la douceur raffinée de la vanille. Dès la première gorgée, son parfum envoûtant rappelle la fraîcheur des gousses de vanille, offrant une expérience gustative à la fois réconfortante et sophistiquée. Ce café laissera place à de subtiles notes zestées qui titilleront vos papilles après le passage des délicieuses touches de vanille.Avec son intensité 5, cet espresso se distingue par son équilibre harmonieux entre des notes vanillées gourmandes et une pointe d’acidité légère qui vient sublimer chaque tasse. Un café aussi délicat qu’aromatique, parfait pour une pause pleine de douceur.",4.3,290,,Accueil > Capsules de café > Capsules Classiques > Espresso Vanille,https://www.lorespresso.com/media/catalog/product/l/o/lor_pdp_npd_flavours_barista_countries_vanille_640x640_2.png?format=jpeg
Ristretto,3.65,3.65,EURO,https://www.lorespresso.com//fr_fr/p/ristretto-1,"Un mélange Ristretto inspiré des marchés de Sumatra où flotte une odeur d'épices et d'aliments cuits dans du bambou. Essayez ce Ristretto au caractère frais et riche et au puissant arôme épicé : vos sens n'en reviendront pas. Il est né de la passion de nos spécialistes L'OR qui font appel à leurs sens pour élaborer un Ristretto unique aussi complexe qu'intense. Ce mélange est l'œuvre du temps - une sélection de grains combinés pour créer une œuvre d'art caféinée. Si vous cherchez l'espresso parfait, ce ristretto sera pour vous une expérience inoubliable grâce à des épices fraîches comme le gingembre et la cardamome, le tout imprégné d'une fraîcheur exaltante qui le rend unique. Un café petit mais costaud qui vous réveillera grâce à son goût fort, corsé et plein de caractère. Créé par les experts du café L'OR",4.8,1338,,Accueil > Capsules de café > Capsules Classiques > Ristretto,https://www.lorespresso.com/media/catalog/product/l/o/lor_pdp_espresso_ristretto_x10capsules_640x640_2.png?format=jpeg
Double Selection Barista - lot de 50 Capsules,20.95,27.95,EURO,https://www.lorespresso.com//fr_fr/p/double-barista-selection-5-packs,"Découvrez le maxi assortiment exceptionnel de capsules L'OR Double Barista Selection. Ce café spécial est obtenu en torréfiant très bien les grains, ce qui permet d'obtenir un Ristretto riche. Ces capsules sont spécialement conçues pour être exclusivement compatibles avec la machine à café L'OR BARISTA®. Grâce à cette compatibilité unique, vous pouvez préparer un double expresso pour savourer un plaisir intensifié, ou préparer deux tasses d'expresso simultanément, ce qui est parfait pour partager ce moment spécial avec quelqu'un d'autre. Que vous souhaitiez dynamiser votre routine matinale ou partager un moment avec un ami, la Sélection Double Barista de L'OR BARISTA® vous promet une expérience café inégalée.",4.8,275,-25 %,Accueil > Capsules de café > Capsules XXL > Double Selection Barista - lot de 50 Capsules,https://www.lorespresso.com/media/catalog/product/b/a/barista_selection_13_multipack_.png?format=jpeg
Espresso Brazil x30,10.09,10.09,EURO,https://www.lorespresso.com//fr_fr/p/espresso-brazil-30,"L'OR Espresso Brazil révèle toute la richesse du Brésil à travers un espresso doux et sophistiqué. Ses arômes de noisette, de caramel et d’abricot, relevés par une touche de cacao, s’épanouissent sous une crema onctueuse. Une dégustation exquise qui prolonge le plaisir à chaque gorgée. L'OR Espresso Brazil offre un moment de plaisir raffiné à tout instant de la journée.",4.4,233,Nouveauté,Accueil > Capsules de café > Capsules Classiques > Espresso Brazil x30,https://www.lorespresso.com/media/catalog/product/5/b/5b4a0b41-f344-4566-b4b6-ff4a4705cb25.png?format=jpeg
Espresso Biondo,3.65,3.65,EURO,https://www.lorespresso.com//fr_fr/p/espresso-biondo,"Succombez à l'expérience L'OR Espresso Biondo, une collection de 10 capsules soigneusement élaborées par les Coffee Artists de L'OR pour un café d'exception. Ce mélange se distingue par ses notes rondes et délicates de noisette, issues d'une torréfaction douce et maîtrisée. Chaque capsule d'espresso offre un équilibre parfait entre vivacité et élégance, pour un moment café doux et savoureux. Le café est recouvert d'une crème onctueuse d'une teinte or clair qui sublime les arômes contrastés et délicats de ce café, vous promettant une expérience sophistiquée. Avec le profil gustatif luxueux du Biondo, votre tasse de café est une forme d'art à part entière. Avec ce paquet de 10 capsules Espresso Biondo, vous pouvez savourer votre café préféré à chaque fois que vous avez envie de profiter d'un petit plaisir unique.",4.7,60,,Accueil > Capsules de café > Capsules Classiques > Espresso Biondo,https://www.lorespresso.com/media/catalog/product/1/1/11232_fr_8711000686034_lor_biondo_x10_hero_caps_640x640px_1.png?format=jpeg
Espresso Brazil,3.65,3.65,EURO,https://www.lorespresso.com//fr_fr/p/espresso-brazil,"L'OR Espresso Brazil révèle toute la richesse du Brésil à travers un espresso doux et sophistiqué. Ses arômes de noisette, de caramel et d’abricot, relevés par une touche de cacao, s’épanouissent sous une crema onctueuse. Une dégustation exquise qui prolonge le plaisir à chaque gorgée. L'OR Espresso Brazil offre un moment de plaisir raffiné à tout instant de la journée.",4.4,233,Nouveauté,Accueil > Capsules de café > Capsules Classiques > Espresso Brazil,https://www.lorespresso.com/media/catalog/product/e/b/ebd8e637-3d6c-4fe3-827c-b500257893e4.png?format=jpeg
Espresso Or Absolu,3.99,3.99,EURO,https://www.lorespresso.com//fr_fr/p/espresso-or-absolu-090,"L'OR Espresso Or Absolu séduit par son intensité et son essence épicée, véritable incarnation du café espresso. D'une intensité de 9, chaque capsule délivre une infusion robuste mais harmonieusement équilibrée, où la force vigoureuse rencontre des arômes délicats. Infusé de subtiles notes de caramel et d'épices, cet espresso offre une expérience gustative sophistiquée. Présenté dans un paquet de 10 capsules, Espresso Or Absolu est conçu pour ceux qui chérissent l'essence forte d'un espresso puissant, mêlant des saveurs riches à une délicatesse aromatique. C'est un choix exceptionnel pour les amateurs d'espresso à la recherche d'une expérience sensorielle profonde.",4.8,301,,Accueil > Capsules de café > Capsules Classiques > Espresso Or Absolu,https://www.lorespresso.com/media/catalog/product/l/o/lor_pdp_espresso_or_absolu_x10capsules_640x640_8.png?format=jpeg
Decaffeinato Maranello,3.99,3.99,EURO,https://www.lorespresso.com//fr_fr/p/maranello-decaffeinato,"Plongez dans un équilibre parfait entre intensité et douceur avec Maranello Decaffeinato: un incontournable de notre . Avec son intensité de 10, ce café décaféiné d’exception éveille vos sens grâce à des arômes profonds qui se prolongent à chaque gorgée. Ses délicieuses notes douces et grillées apportent une expérience gustative harmonieuse, parfaite à tout moment de la journée. Conçu pour améliorer vos instants café, ce mélange unique marie puissance et finesse pour vous offrir un plaisir sans compromis. Faites de chaque tasse un véritable voyage gustatif avec Maranello Decaffeinato. Retrouvez L'OR Decaffeinato Maranello en exclusivité sur notre site internet et dans notre boutique parisienne.",4.6,45,Exclu Web,Accueil > Capsules de café > Capsules de café déca > Decaffeinato Maranello,https://www.lorespresso.com/media/catalog/product/0/8/08711000595343_h1n1_option02_with_capsules.png?format=jpeg
Ristretto Imola,3.99,3.99,EURO,https://www.lorespresso.com//fr_fr/p/imola-ristretto,"Laissez-vous séduire par la toute nouvelle création de L'OR Espresso : Le Ristretto Imola. Un mélange sombre et puissant qui évoque le plaisir d'appuyer sur l'accélérateur d'un bolide de course. Chaque gorgée révèle une symphonie de saveurs, où des notes de fruits d'été séchés se mêlent harmonieusement à la richesse de l'infusion créant une expérience sensorielle qui persiste bien après la dernière goutte. Ce nouveau mélange est conçu pour offrir un profil audacieux et complexe, avec différentes couches de profondeur et d'intensité. Élevez vos moments café avec le nouveau chef-d'œuvre de L'OR Espresso, un mélange aussi puissant qu'inoubliable. Savourez cette expérience espresso ultime dès aujourd'hui !",4.4,69,,Accueil > Capsules de café > Capsules Classiques > Ristretto Imola,https://www.lorespresso.com/media/catalog/product/1/_/1.imola-ristretto_optimised-fop_640-x-640_1.png?format=jpeg
Espresso Maranello,3.99,3.99,EURO,https://www.lorespresso.com//fr_fr/p/maranello-espresso,"Le mélange Espresso Maranello offre une harmonie parfaite entre puissance et finesse. Ressentez toute la force de cet espresso intense qui ne dépasse pas les limites. À chaque gorgée, une symphonie de saveurs se déploie : des notes subtiles de fruits rouges et de chocolat noir riche émergent, glissant sans effort d'une sensation exquise à l'autre. Ce mélange est conçu pour offrir un voyage de plaisir raffiné, où chaque gorgée révèle une nouvelle facette de son profil complexe. Ce mélange est conçu pour offrir un voyage de plaisir raffiné, où chaque gorgée révèle une nouvelle facette de son profil complexe. Avec sa richesse parfaitement équilibrée et son élégance, cet espresso fait passer votre expérience café au niveau supérieur. Idéal pour ceux qui apprécient un goût sophistiqué qui allie intensité et douceur, ce mélange promet de captiver votre palais et de sublimer vos moments espresso. Découvrez un nouveau sommet de l'excellence café avec la dernière création de L'OR Espresso.",4.6,66,,Accueil > Capsules de café > Capsules Classiques > Espresso Maranello,https://www.lorespresso.com/media/catalog/product/1/_/1._marenello-espresso_optimised-fop_640x640_1.png?format=jpeg
Espresso Caramel,3.99,3.99,EURO,https://www.lorespresso.com//fr_fr/p/espresso-caramel,"Succombez à l’harmonie délicate de L'OR Espresso Caramel, un café raffiné où la richesse de l’espresso se mêle aux notes surprenantes de caramel. Ce mélange exquis associe la profondeur des grains soigneusement torréfiés à une touche sucrée et fondante qui sublime chaque gorgée. Un café doux et équilibré qui révèle une nouvelle facette de l’espresso, entre intensité et gourmandise. Élaboré par nos Coffee Artists L'OR, cet espresso révèle une rondeur soyeuse et une finale légèrement caramélisée qui prolonge le plaisir. Une véritable invitation à la dégustation pour les amateurs de cafés aromatisés aux saveurs délicatement sucrées.",4.6,529,,Accueil > Capsules de café > Capsules Classiques > Espresso Caramel,https://www.lorespresso.com/media/catalog/product/l/o/lor_pdp_npd_flavours_barista_countries_caramel_640x640.png?format=jpeg
Lungo Elegante,3.99,3.99,EURO,https://www.lorespresso.com//fr_fr/p/lungo-elegante-06,"Découvrez le caractère tendre de L’OR LUNGO ELEGANTE, un espresso fruité et fleuri, dominé par des notes d’agrumes et de mûres et réhaussé d'une délicate mousse dorée. Son goût intense et onctueux révèle progressivement chacune de ses saveurs. Ce mélange créé par les maîtres torréfacteurs L'OR fait ressortir des saveurs estivales de fruits noirs combinées à une touche de fraîcheur. Un goût aussi délicieux qu'unique que vous savourerez à chaque gorgée.",4.6,147,,Accueil > Capsules de café > Capsules Classiques > Lungo Elegante,https://www.lorespresso.com/media/catalog/product/l/o/lor_pdp_espresso_lungo_elegante_x10capsules_640x640.png?format=jpeg
Espresso Colombia,3.65,3.65,EURO,https://www.lorespresso.com//fr_fr/p/espresso-colombia-8,"L'Espresso Colombia de L'OR est un mélange élaboré soigneusement à partir des meilleurs grains Arabica afin d'obtenir un café aussi chaleureux et accueillant qu'un lever de soleil colombien. La Colombie est une terre respirant une liberté mystique et où la générosité et l'ouverture naturelles se côtoient. Le mélange doux et sucré parvient à capturer cette chaleur naturelle grâce à ses notes d'agrumes, sa profonde complexité et son arrière-goût élégant. Nos experts ont habilement mélangé ce café pour réveiller tous les sens et offrir une expérience de dégustation délicieusement profonde. Tout comme la Colombie, il laissera en vous une impression marquante. À boire de préférence le matin par temps chaud - ou toute la journée si vous en avez envie. Mélange élaboré par les experts du café L'OR. Cœur du mélange : Doux, sucré, fruité.",4.6,184,Exclu Web,Accueil > Capsules de café > Capsules Classiques > Espresso Colombia,https://www.lorespresso.com/media/catalog/product/l/o/lor_pdp_espresso_origins_colombia_x10capsules_640x640.png?format=jpeg
Lungo Profondo,3.99,3.99,EURO,https://www.lorespresso.com//fr_fr/p/lungo-profondo-08,"Le Lungo Profondo L'OR vous plonge dans un monde de saveurs exceptionnelles. Partez à la découverte d'un café long, intense et épicé, aux notes d'amandes grillées et de réglisse. Ces arômes sont sublimés par une mousse légère aux nuances de bronze. Avec une intensité de 8, l'espresso Lungo Profondo de L'OR vous fait découvrir un goût et des arômes surprenants qui vous donneront envie d'en reprendre. Le Lungo Profondo est intense, sans être autant corsé que le café noir, et vous fait profiter de notes grillées et fruitées. Le Lungo Profondo est une création des maîtres torrefacteurs L'OR qui souhaitent préserver les arômes du café.",4.7,455,,Accueil > Capsules de café > Capsules Classiques > Lungo Profondo,https://www.lorespresso.com/media/catalog/product/l/o/lor_pdp_espresso_lungo_profondo_x10capsules_640x640.png?format=jpeg
Espresso Chocolat,3.99,3.99,EURO,https://www.lorespresso.com//fr_fr/p/espresso-chocolat,"Offrez-vous un moment de pure gourmandise avec L'OR Espresso Chocolat, une alliance exquise entre la richesse d’un espresso et l’intensité subtile du chocolat noir. Ce café révèle une torréfaction parfaitement équilibrée, où les notes chocolatées viennent sublimer la profondeur du café, sans amertume. Dès la première gorgée, sa rondeur veloutée enveloppe le palais, offrant une dégustation douce et raffinée. Pensé pour ceux qui aiment les cafés aromatisés aux saveurs délicates, cet espresso associe une intensité maîtrisée à un profil gustatif riche et harmonieux. Un véritable plaisir à savourer à tout moment de la journée.",4.0,377,,Accueil > Capsules de café > Capsules Classiques > Espresso Chocolat,https://www.lorespresso.com/media/catalog/product/l/o/lor_pdp_npd_flavours_barista_countries_chocolate_640x640.png?format=jpeg
Lungo Profondo Decaffeinato,3.65,3.65,EURO,https://www.lorespresso.com//fr_fr/p/capsules-de-cafe-lungo-profondo-decafeine,"Profitez du goût exceptionnel du Lungo Profondo Decaffeinato de L'OR, un café doux et captivant. Concocté par les maîtres torréfacteurs de L'OR, ce café décaféiné vous promet une expérience gustative intense. Chaque gorgée offre des notes chaleureuses d'amandes grillées et la douceur subtile de réglisse. L'OR a su préserver les saveurs riches et agréables du café dans cette sélection décaféinée, en veillant à ce que rien ne soit perdu du fait de l'absence de caféine. Avec le Lungo Profondo Decaffeinato, vous cédez à la tentation d'un café d'exception, un mélange de saveurs distinctes qui témoigne de la passion de L'OR pour le café de qualité.",4.7,147,,Accueil > Capsules de café > Capsules de café déca > Lungo Profondo Decaffeinato,https://www.lorespresso.com/media/catalog/product/l/o/lorncc_lungo_profondo_decaf_8_10x_hero_front_with_capsules_1__1.png?format=jpeg
Lungo Mattinata,3.99,3.99,EURO,https://www.lorespresso.com//fr_fr/p/lungo-mattinata-05,"Commencez la journée en beauté avec un café L'OR LUNGO MATTINATA et faites le plein d'énergie. Ce savoureux mélange subtil et équilibré aux délicates notes de céréales est rehaussé d’une fine mousse. Il se caractérise par une délicieuse combinaison d'arômes d'agrumes et de chocolat, le tout souligné par une torréfaction douce et légère. De plus, ses légers accents de caramels lui donnent un goût des plus onctueux. Le Lungo Mattinata, c'est un plaisir pour les sens à chaque gorgée.",4.8,222,,Accueil > Capsules de café > Capsules Classiques > Lungo Mattinata,https://www.lorespresso.com/media/catalog/product/l/o/lor_pdp_espresso_lungo_mattinata_x10capsules_640x640.png?format=jpeg
Lungo Estremo,3.99,3.99,EURO,https://www.lorespresso.com//fr_fr/p/lungo-estremo-10,"Mélange ultime qui ose être différent, LUNGO ESTREMO est une traversée mystique avec des arômes captivants, libérés par une torréfaction intense, riches en notes épicées afin d’offrir une expérience inspirée par les extrêmes. Les maîtres torréfacteurs L'OR ont élaboré ce mélange pour vous faire découvrir l'intense plaisir d'un café d'exception. Le mélange Lungo Estremo éveillera chacun de vos sens.",4.7,193,,Accueil > Capsules de café > Capsules Classiques > Lungo Estremo,https://www.lorespresso.com/media/catalog/product/l/o/lor_pdp_espresso_lungo_estremo_x10capsules_640x640.png?format=jpeg
Sélection Cafés Aromatisés,33.55,33.55,EURO,https://www.lorespresso.com//fr_fr/p/pack-variete-capsules-aromatise-4058451,"Explorez un univers de plaisirs sensoriels avec L'OR Sélection Cafés Aromatisés, un assortiment raffiné qui marie l’intensité de l’espresso aux notes subtiles et gourmandes de vanille, caramel, chocolat et noisette. Chaque tasse vous invite à une nouvelle expérience, où la richesse du café se mêle harmonieusement aux arômes délicats pour une dégustation tout en douceur et en équilibre. Ce pack variété de 80 capsules est parfait pour varier les plaisirs et personnaliser chaque pause café selon vos envies. Une sélection idéale pour les amateurs de cafés aromatisés à la recherche d’une touche d’originalité dans leur quotidien.",5.0,9,,Accueil > Capsules de café > Capsules Classiques > Sélection Cafés Aromatisés,https://www.lorespresso.com/media/catalog/product/c/2/c21354718_jde_l_or_dtc_gbl_new_flavour_bundle_640x640px.png?format=jpeg
Espresso Noisette,3.99,3.99,EURO,https://www.lorespresso.com//fr_fr/p/espresso-noisette,"Laissez-vous séduire par l'Espresso Noisette de L'OR, une délicieuse invitation à un voyage sensoriel. Savourez ses riches et éclatantes notes de noisette, méticuleusement éléborées par les maîtres torréfacteurs L'OR. Avec son profil de saveurs complexes, cet espresso aromatisé marie avec élégance la profondeur torréfiée de la noisette à la subtilité de l'espresso. Que ce soit pour clore un repas ou pour une pause café gourmande en après-midi, cet espresso est un choix parfait. Il évoque l'essence même de la Méditerranée, vous permettant de vous évader à tout moment de la journée, où que vous soyez.",4.6,454,,Accueil > Capsules de café > Capsules Classiques > Espresso Noisette,https://www.lorespresso.com/media/catalog/product/l/o/lorncc_flavours_hazelnut_10x_eu_front_hero_with_caps-1_1_3.png?format=jpeg
Espresso BIO - classique,3.99,3.99,EURO,https://www.lorespresso.com//fr_fr/p/espresso-bio-7,"Découvrez la beauté naturelle du café avec ce nouvel espresso élaboré uniquement à partir de grains de café biologiques. De délicates notes d'agrumes contrastent avec de légères notes de caramel pour donner un café rond et aromatique. Il fait penser à un marché au petit matin : frais, léger et printanier. Ce délicieux mélange est parfait à boire le matin quand vous venez de vous réveiller, mais il est également très agréable à partager avec vos amis, vos collègues et votre famille. Une combinaison parfaite que vous pouvez savourer à chaque gorgée. Essayez-le dès maintenant !",4.9,92,,Accueil > Capsules de café > Capsules Classiques > Espresso BIO - classique,https://www.lorespresso.com/media/catalog/product/l/o/lor_pdp_espresso_bio_organic_640x640_1_1.png?format=jpeg
Espresso Or Rose,3.99,3.99,EURO,https://www.lorespresso.com//fr_fr/p/espresso-or-rose,"L'OR Espresso Or Rose est un mélange sophistiqué qui combine complexité et goût délicieux. Cet espresso, noté à une intensité de 7, est présenté dans un paquet de 10 capsules, chacune offrant un profil de saveur unique et complexe. Il se caractérise par un arôme citronné distinct, élégamment équilibré par une mousse crémeuse et légèrement teintée, ajoutant une touche de finesse à chaque gorgée. Parfait pour ceux qui apprécient un espresso nuancé, L'OR Espresso Or Rose se distingue par son mélange raffiné de saveurs, conçu pour plaire au palais des amateurs de café les plus exigeants. Profitez de l'expérience exquise et bien arrondie que chaque capsule offre.",4.7,188,,Accueil > Capsules de café > Capsules Classiques > Espresso Or Rose,https://www.lorespresso.com/media/catalog/product/l/o/lor_pdp_espresso_or_rose_x10capsules_640x640_10.png?format=jpeg
Espresso Caramel  – lot de 100 capsules,39.90,39.90,EURO,https://www.lorespresso.com//fr_fr/p/100-capsules-cafe-espresso-caramel,"Savourez le goût luxueux de l'Espresso Caramel L'OR avec ce set de 100 capsules de café, chacune à une intensité de niveau 8. Cet espresso évoque les saveurs riches et réconfortantes de caramel au beurre, fusionnées dans un goût doux et velouté. Au cœur de ce mélange réside une texture crémeuse, évoquant une sensation fondante, et un goût subtilement caramélisé qui persiste quelque temps après la dernière gorgée. C'est un espresso qui non seulement vous dynamise mais vous réconforte également. Idéal pour ceux qui apprécient un café avec de la profondeur et de la complexité, cet espresso est parfait pour commencer votre journée, comme remontant en milieu d'après-midi, ou comme fin luxueuse d'un repas.",4.6,529,,Accueil > Capsules de café > Grands Formats > Espresso Caramel  – lot de 100 capsules,https://www.lorespresso.com/media/catalog/product/l/o/lor_caramelx10_casepackhero.png?format=jpeg
